state_order,state_mm,remaining_passes,rpra_action_mm,rpra_immediate_deflection_um,rpra_successor_mm,rpra_discrete_class,rpra_selected_continuous_status,rpra_selected_continuous_detail,online_decision_status,online_action_mm,online_immediate_deflection_um,online_successor_mm,online_discrete_class,online_selected_continuous_status,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_rpra_minus_online,disagreement_classification,rpra_local_candidate_count,rpra_preserving_candidate_count,online_local_candidate_count,online_continuous_solve_calls,online_downstream_pass_count_evaluated,online_downstream_fail_count_evaluated,online_downstream_unresolved_count_evaluated
321,4.501,3,0.564,83.91750380628774,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.564,83.91750380628774,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,266,62,266,205,1,204,0
322,4.502,3,0.565,84.10107347829457,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.565,84.10107347829457,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,266,61,266,206,1,205,0
323,4.503,3,0.566,84.28472928859861,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.566,84.28472928859861,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,267,61,267,207,1,206,0
324,4.504,3,0.567,84.46847113644439,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.567,84.46847113644439,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,267,60,267,208,1,207,0
325,4.505,3,0.568,84.65229892133114,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.568,84.65229892133114,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,267,59,267,209,1,208,0
326,4.506,3,0.569,84.83621254300982,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.569,84.83621254300982,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,267,58,267,210,1,209,0
327,4.507,3,0.57,85.02021190148295,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.57,85.02021190148295,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,268,58,268,211,1,210,0
328,4.508,3,0.571,85.20429689700306,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.571,85.20429689700306,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,268,57,268,212,1,211,0
329,4.509,3,0.572,85.38846743007178,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.572,85.38846743007178,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,268,56,268,213,1,212,0
330,4.51,3,0.573,85.57272340143905,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.573,85.57272340143905,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,269,56,269,214,1,213,0
331,4.511,3,0.574,85.75706471210107,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.574,85.75706471210107,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,269,55,269,215,1,214,0
332,4.512,3,0.575,85.94149126330045,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.575,85.94149126330045,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,269,54,269,216,1,215,0
333,4.513,3,0.576,86.12600295652462,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.576,86.12600295652462,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,269,53,269,217,1,216,0
334,4.514,3,0.577,86.3105996935045,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.577,86.3105996935045,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,270,53,270,218,1,217,0
335,4.515,3,0.578,86.49528137621428,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.578,86.49528137621428,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,270,52,270,219,1,218,0
336,4.516,3,0.579,86.6800479068686,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.579,86.6800479068686,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,270,51,270,220,1,219,0
337,4.517,3,0.58,86.86489918792391,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.58,86.86489918792391,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,271,51,271,221,1,220,0
338,4.518,3,0.581,87.04983512207598,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.581,87.04983512207598,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,271,50,271,222,1,221,0
339,4.519,3,0.582,87.23485561225888,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.582,87.23485561225888,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,271,49,271,223,1,222,0
340,4.52,3,0.583,87.41996056164442,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.583,87.41996056164442,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,271,48,271,224,1,223,0
341,4.521,3,0.584,87.60514987364093,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.584,87.60514987364093,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,272,48,272,225,1,224,0
342,4.522,3,0.585,87.7904234518926,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.585,87.7904234518926,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,272,47,272,226,1,225,0
343,4.523,3,0.586,87.97578120027724,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.586,87.97578120027724,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,272,46,272,227,1,226,0
344,4.524,3,0.587,88.1612230229071,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.587,88.1612230229071,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,273,46,273,228,1,227,0
345,4.525,3,0.588,88.34674882412682,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.588,88.34674882412682,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,273,45,273,229,1,228,0
346,4.526,3,0.589,88.53235850851236,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.589,88.53235850851236,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,273,44,273,230,1,229,0
347,4.527,3,0.59,88.71805198087083,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.59,88.71805198087083,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,273,43,273,231,1,230,0
348,4.528,3,0.591,88.90382914623795,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.591,88.90382914623795,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,274,43,274,232,1,231,0
349,4.529,3,0.592,89.08968990987908,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.592,89.08968990987908,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,274,42,274,233,1,232,0
350,4.53,3,0.593,89.27563417728699,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.593,89.27563417728699,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,274,41,274,234,1,233,0
351,4.531,3,0.594,89.4616618541812,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.594,89.4616618541812,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,275,41,275,235,1,234,0
352,4.532,3,0.595,89.64777284650695,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.595,89.64777284650695,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,275,40,275,236,1,235,0
353,4.533,3,0.596,89.8339670604345,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.596,89.8339670604345,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,275,39,275,237,1,236,0
354,4.534,3,0.597,90.02024440235823,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.597,90.02024440235823,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,275,38,275,238,1,237,0
355,4.535,3,0.598,90.20660477889476,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.598,90.20660477889476,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,276,38,276,239,1,238,0
356,4.536,3,0.599,90.39304809688359,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.599,90.39304809688359,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,276,37,276,240,1,239,0
357,4.537,3,0.6,90.57957426338518,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.6,90.57957426338518,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,276,36,276,241,1,240,0
358,4.538,3,0.601,90.76618318568,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.601,90.76618318568,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,277,36,277,242,1,241,0
359,4.539,3,0.602,90.95287477126844,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.602,90.95287477126844,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,277,35,277,243,1,242,0
360,4.54,3,0.603,91.13964892786835,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.603,91.13964892786835,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,277,34,277,244,1,243,0
361,4.541,3,0.604,91.32650556341596,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.604,91.32650556341596,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,277,33,277,245,1,244,0
362,4.542,3,0.605,91.51344458606376,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.605,91.51344458606376,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,278,33,278,246,1,245,0
363,4.543,3,0.606,91.70046590418022,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.606,91.70046590418022,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,278,32,278,247,1,246,0
364,4.544,3,0.607,91.88756942634846,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.607,91.88756942634846,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,278,31,278,248,1,247,0
365,4.545,3,0.608,92.07475506136575,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.608,92.07475506136575,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,279,31,279,249,1,248,0
366,4.546,3,0.609,92.26202271824266,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.609,92.26202271824266,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,279,30,279,250,1,249,0
367,4.547,3,0.61,92.4493723062013,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.61,92.4493723062013,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,279,29,279,251,1,250,0
368,4.548,3,0.611,92.63680373467587,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.611,92.63680373467587,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,279,28,279,252,1,251,0
369,4.549,3,0.612,92.82431691331095,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.612,92.82431691331095,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,280,28,280,253,1,252,0
370,4.55,3,0.613,93.01191175196062,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.613,93.01191175196062,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,280,27,280,254,1,253,0
371,4.551,3,0.614,93.19958816068814,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.614,93.19958816068814,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,280,26,280,255,1,254,0
372,4.552,3,0.615,93.38734604976409,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.615,93.38734604976409,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,280,25,280,256,1,255,0
373,4.553,3,0.616,93.5751853296669,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.616,93.5751853296669,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,281,25,281,257,1,256,0
374,4.554,3,0.617,93.76310591108093,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.617,93.76310591108093,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,281,24,281,258,1,257,0
375,4.555,3,0.618,93.95110770489622,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.618,93.95110770489622,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,281,23,281,259,1,258,0
376,4.556,3,0.619,94.1391906222073,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.619,94.1391906222073,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,282,23,282,260,1,259,0
377,4.557,3,0.62,94.32735457431262,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.62,94.32735457431262,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,282,22,282,261,1,260,0
378,4.558,3,0.621,94.51559947271397,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.621,94.51559947271397,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,282,21,282,262,1,261,0
379,4.559,3,0.622,94.70392522911456,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.622,94.70392522911456,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,282,20,282,263,1,262,0
380,4.56,3,0.623,94.8923317554196,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.623,94.8923317554196,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,283,20,283,264,1,263,0
381,4.561,3,0.624,95.08081896373487,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.624,95.08081896373487,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,283,19,283,265,1,264,0
382,4.562,3,0.625,95.26938676636584,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.625,95.26938676636584,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,283,18,283,266,1,265,0
383,4.563,3,0.626,95.45803507581736,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.626,95.45803507581736,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,284,18,284,267,1,266,0
384,4.564,3,0.627,95.6467638047916,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.627,95.6467638047916,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,284,17,284,268,1,267,0
385,4.565,3,0.628,95.83557286618908,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.628,95.83557286618908,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,284,16,284,269,1,268,0
386,4.566,3,0.629,96.02446217310656,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.629,96.02446217310656,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,284,15,284,270,1,269,0
387,4.567,3,0.63,96.21343163883682,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.63,96.21343163883682,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,285,15,285,271,1,270,0
388,4.568,3,0.631,96.4024811768677,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.631,96.4024811768677,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,285,14,285,272,1,271,0
389,4.569,3,0.632,96.59161070088145,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.632,96.59161070088145,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,285,13,285,273,1,272,0
390,4.57,3,0.633,96.780820124754,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.633,96.780820124754,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,286,13,286,274,1,273,0
391,4.571,3,0.634,96.97010936255371,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.634,96.97010936255371,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,286,12,286,275,1,274,0
392,4.572,3,0.635,97.15947832854134,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.635,97.15947832854134,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,286,11,286,276,1,275,0
393,4.573,3,0.636,97.34892693716898,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.636,97.34892693716898,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,286,10,286,277,1,276,0
394,4.574,3,0.637,97.53845510307913,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.637,97.53845510307913,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,287,10,287,278,1,277,0
395,4.575,3,0.638,97.7280627411045,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.638,97.7280627411045,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,287,9,287,279,1,278,0
396,4.576,3,0.639,97.91774976626631,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.639,97.91774976626631,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,287,8,287,280,1,279,0
397,4.577,3,0.64,98.10751609377455,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.64,98.10751609377455,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,288,8,288,281,1,280,0
398,4.578,3,0.641,98.29736163902679,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.641,98.29736163902679,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,288,7,288,282,1,281,0
399,4.579,3,0.642,98.48728631760744,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.642,98.48728631760744,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,288,6,288,283,1,282,0
400,4.58,3,0.643,98.67729004528717,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.643,98.67729004528717,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,288,5,288,284,1,283,0
401,4.581,3,0.644,98.86737273802214,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.644,98.86737273802214,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,289,5,289,285,1,284,0
402,4.582,3,0.645,99.05753431195335,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.645,99.05753431195335,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,289,4,289,286,1,285,0
403,4.583,3,0.646,99.24777468340528,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.646,99.24777468340528,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,289,3,289,287,1,286,0
404,4.584,3,0.647,99.43809376888645,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.647,99.43809376888645,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,290,3,290,288,1,287,0
405,4.585,3,0.648,99.62849148508762,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.648,99.62849148508762,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,290,2,290,289,1,288,0
406,4.586,3,0.649,99.81896774888176,3.937,PRESERVING,PASS,continuous_reference_residual_valid_optimizer_reported_success,PASS,0.649,99.81896774888176,3.937,PRESERVING,PASS,True,0,0,0.0,EXACT_AGREEMENT,290,1,290,290,1,289,0
